Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395668,"10:28 PM, March 04 2025",Delivered,Zomato Delivery,4km,"1 x Grilled Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken",,Flat Rs.200 off,1130.0,47.5,180.0,0.0,0.0,0.0,997.5,,,,,,17.99,11.0,Correctly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395669,"10:28 PM, April 09 2025",Delivered,Zomato Delivery,4km,"1 x Grilled Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken",,Flat Rs.200 off,1130.0,47.5,180.0,0.0,0.0,0.0,997.5,,,,,,17.99,11.0,Correctly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395670,"02:22 PM, May 23 2025",Delivered,Zomato Delivery,4km,"1 x Raw Masala Lemon Shikanji, 1 x Grilled Chicken Angara Tender",,40% off upto Rs.80,515.24,21.76,80.0,0.0,0.0,0.0,457.0,3.0,,,,,23.17,3.0,Incorrectly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395671,"02:22 PM, June 03 2025",Delivered,Zomato Delivery,4km,"1 x Raw Masala Lemon Shikanji, 1 x Grilled Chicken Angara Tender",,40% off upto Rs.80,515.24,21.76,80.0,0.0,0.0,0.0,457.0,3.0,,,,,23.17,3.0,Incorrectly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395672,"02:22 PM, July 11 2025",Delivered,Zomato Delivery,4km,"1 x Raw Masala Lemon Shikanji, 1 x Grilled Chicken Angara Tender",,40% off upto Rs.80,515.24,21.76,80.0,0.0,0.0,0.0,457.0,3.0,,,,,23.17,3.0,Incorrectly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20882713,Swaad,DLF Phase 1,Delhi NCR,6573395673,"01:08 AM, August 05 2025",Delivered,Zomato Delivery,4km,"1 x Animal Fries, 1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Jamaican Tender",,Flat Rs.175 off,1085.0,45.5,175.0,0.0,0.0,0.0,955.5,,,,,,20.43,6.3,Correctly,,98602021511461653717b1faebf6bb948c1f4111cd9e3681728bb8a60bd91f7e
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573395674,"08:18 PM, February 01 2025",Delivered,Zomato Delivery,4km,"1 x Jamaican Chicken Melt, 1 x Makhani Paneer Pizza",,Flat Rs.175 off,1108.0,47.55,157.0,0.0,0.0,0.0,998.55,,,,,,16.6,,Correctly,,98951a7e3c8d758e7335b3b70afed0d810f80f4418acddbe68d695d5e036ddee
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573395675,"08:18 PM, March 12 2025",Delivered,Zomato Delivery,4km,"1 x Jamaican Chicken Melt, 1 x Makhani Paneer Pizza",,Flat Rs.175 off,1108.0,47.55,157.0,0.0,0.0,0.0,998.55,,,,,,16.6,,Correctly,,98951a7e3c8d758e7335b3b70afed0d810f80f4418acddbe68d695d5e036ddee
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573395676,"08:18 PM, April 26 2025",Delivered,Zomato Delivery,4km,"1 x Jamaican Chicken Melt, 1 x Makhani Paneer Pizza",,Flat Rs.175 off,1108.0,47.55,157.0,0.0,0.0,0.0,998.55,,,,,,16.6,,Correctly,,98951a7e3c8d758e7335b3b70afed0d810f80f4418acddbe68d695d5e036ddee
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573395677,"08:18 PM, May 25 2025",Delivered,Zomato Delivery,4km,"1 x Jamaican Chicken Melt, 1 x Makhani Paneer Pizza",,Flat Rs.175 off,1108.0,47.55,157.0,0.0,0.0,0.0,998.55,,,,,,16.6,,Correctly,,98951a7e3c8d758e7335b3b70afed0d810f80f4418acddbe68d695d5e036ddee
20320607,Swaad,Sector 4,Delhi NCR,6573395678,"06:27 PM, February 19 2025",Delivered,Zomato Delivery,9km,"1 x Grilled Chicken Ghostbuster Tangdi, 1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Classic Tender, 1 x Onion Rings",,Flat 20% off,1979.0,81.14,356.22,0.0,0.0,0.0,1703.92,,,,,,18.2,8.6,Incorrectly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395679,"02:11 PM, March 02 2025",Delivered,Zomato Delivery,6km,"1 x Onion Rings, 1 x Bone in Jamaican Grilled Chicken",,Flat Rs.125 off,1044.0,48.2,80.0,0.0,0.0,0.0,1012.2,,,,,,24.47,0.4,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395680,"12:53 PM, April 07 2025",Delivered,Zomato Delivery,6km,"1 x Onion Rings, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Honey Mustard sauce",,Flat Rs.125 off,874.0,39.7,80.0,0.0,0.0,0.0,833.7,,,,,,17.48,0.6,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20320607,Swaad,Sector 4,Delhi NCR,6573395681,"06:57 PM, May 09 2025",Delivered,Zomato Delivery,9km,"2 x Salted Fries, 1 x Onion Rings, 1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Classic Tender",,Buy 1 Get 1 - ₹629.00,1213.0,60.65,0.0,0.0,0.0,0.0,1273.65,,,,,,19.45,0.6,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395682,"12:53 PM, June 22 2025",Delivered,Zomato Delivery,6km,"1 x Onion Rings, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Honey Mustard sauce",,Flat Rs.125 off,874.0,39.7,80.0,0.0,0.0,0.0,833.7,,,,,,17.48,0.6,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395683,"12:53 PM, July 22 2025",Delivered,Zomato Delivery,6km,"1 x Onion Rings, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Honey Mustard sauce",,Flat Rs.125 off,874.0,39.7,80.0,0.0,0.0,0.0,833.7,,,,,,17.48,0.6,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20320607,Swaad,Sector 4,Delhi NCR,6573395684,"06:57 PM, August 10 2025",Delivered,Zomato Delivery,9km,"2 x Salted Fries, 1 x Onion Rings, 1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Classic Tender",,Buy 1 Get 1 - ₹629.00,1213.0,60.65,0.0,0.0,0.0,0.0,1273.65,,,,,,19.45,0.6,Correctly,,98c6c0d1197f9abc6c21038c5bb05c9a2ccf7c4adf82ca4830d7219690c17f44
20320607,Swaad,Sector 4,Delhi NCR,6573395685,"09:30 PM, February 02 2025",Delivered,Zomato Delivery,3km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Peri Peri Tender",,50% off upto Rs.100,635.0,26.75,100.0,0.0,0.0,0.0,561.75,,,,,,14.18,1.0,Correctly,,98f5536a3a740d35da15079162342a7cbc2336fc3c9370ef4f02c5309cbe7277
20320607,Swaad,Sector 4,Delhi NCR,6573395686,"08:15 PM, March 27 2025",Delivered,Zomato Delivery,3km,"1 x Grilled Chicken Smoky BBQ Tangdi, 1 x Fried Chicken Angara Tender",,Flat 15% off,865.0,37.41,116.78,0.0,0.0,0.0,785.63,,,,,,15.97,9.2,Correctly,,98f5536a3a740d35da15079162342a7cbc2336fc3c9370ef4f02c5309cbe7277
20320607,Swaad,Sector 4,Delhi NCR,6573395687,"08:15 PM, April 18 2025",Delivered,Zomato Delivery,3km,"1 x Grilled Chicken Smoky BBQ Tangdi, 1 x Fried Chicken Angara Tender",,Flat 15% off,865.0,37.41,116.78,0.0,0.0,0.0,785.63,,,,,,15.97,9.2,Correctly,,98f5536a3a740d35da15079162342a7cbc2336fc3c9370ef4f02c5309cbe7277
20320607,Swaad,Sector 4,Delhi NCR,6573395688,"09:30 PM, May 19 2025",Delivered,Zomato Delivery,3km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Peri Peri Tender",,50% off upto Rs.100,635.0,26.75,100.0,0.0,0.0,0.0,561.75,,,,,,14.18,1.0,Correctly,,98f5536a3a740d35da15079162342a7cbc2336fc3c9370ef4f02c5309cbe7277
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395689,"04:22 PM, February 04 2025",Delivered,Zomato Delivery,1km,1 x Bageecha Pizza,,,629.0,31.45,0.0,0.0,0.0,0.0,660.45,,,,,,14.98,0.6,Correctly,,997452464f10a39c6dd3bc63b5ec8da5a87e9ade4224d2a428f8a0268a42cdc9
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395690,"04:22 PM, March 17 2025",Delivered,Zomato Delivery,1km,1 x Bageecha Pizza,,,629.0,31.45,0.0,0.0,0.0,0.0,660.45,,,,,,14.98,0.6,Correctly,,997452464f10a39c6dd3bc63b5ec8da5a87e9ade4224d2a428f8a0268a42cdc9
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6573395691,"07:26 PM, February 19 2025",Delivered,Zomato Delivery,<1km,2 x Chilli Cheese Garlic Bread,,Buy 1 Get 1 - ₹269.00,269.0,13.45,0.0,0.0,0.0,0.0,282.45,,,,,,10.58,0.9,Correctly,,99e654cccb1db820b980734aa77ca50cf266a79865db47620d35ed954ae1c403
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395692,"01:45 PM, February 02 2025",Delivered,Zomato Delivery,6km,"1 x Grilled Chicken Angara Tender, 1 x Grilled Chicken Peri Peri Tender",,,850.0,42.5,0.0,0.0,0.0,0.0,892.5,,,,,,19.18,0.5,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395693,"09:37 PM, March 07 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395694,"09:37 PM, April 19 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395695,"09:37 PM, May 31 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395696,"09:37 PM, June 07 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395697,"09:37 PM, July 03 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395698,"09:37 PM, August 20 2025",Delivered,Zomato Delivery,5km,"1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,930.0,46.5,0.0,0.0,0.0,0.0,976.5,,,,,,9.08,0.2,Correctly,,99f19cf598362b350e122fcb0c79db66107afd6872355d7b298ccfa48c237a06
21309083,Swaad,Shahdara,Delhi NCR,6573395699,"10:20 PM, February 04 2025",Delivered,Zomato Delivery,7km,"1 x AAC Saucy Fries, 1 x Onion Rings, 1 x Animal Fries",,Flat 15% off,859.0,37.15,115.97,0.0,0.0,0.0,780.18,,,,,,17.23,0.7,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Shahdara,Delhi NCR,6573395700,"08:56 PM, March 24 2025",Delivered,Zomato Delivery,7km,"1 x Bone in Kabuli Grilled Chicken, 1 x Animal Fries",,Flat 15% off,940.0,40.66,126.9,0.0,0.0,0.0,853.76,,,,,,27.83,9.7,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Sector 135,Delhi NCR,6573395701,"10:21 PM, April 08 2025",Delivered,Zomato Delivery,7km,"1 x AAC Saucy Fries, 1 x Animal Fries",,Flat 15% off,630.0,27.25,85.05,0.0,0.0,0.0,572.2,,,,,,14.33,0.5,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Sector 135,Delhi NCR,6573395702,"11:05 PM, May 12 2025",Delivered,Zomato Delivery,7km,"1 x AAC Saucy Fries, 1 x Animal Fries",,Flat 15% off,630.0,27.25,85.05,0.0,0.0,0.0,572.2,,,,,,15.97,0.4,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Sector 135,Delhi NCR,6573395703,"11:05 PM, June 15 2025",Delivered,Zomato Delivery,7km,"1 x AAC Saucy Fries, 1 x Animal Fries",,Flat 15% off,630.0,27.25,85.05,0.0,0.0,0.0,572.2,,,,,,15.97,0.4,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Shahdara,Delhi NCR,6573395704,"08:56 PM, July 04 2025",Delivered,Zomato Delivery,7km,"1 x Bone in Kabuli Grilled Chicken, 1 x Animal Fries",,Flat 15% off,940.0,40.66,126.9,0.0,0.0,0.0,853.76,,,,,,27.83,9.7,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
21309083,Swaad,Shahdara,Delhi NCR,6573395705,"08:56 PM, August 17 2025",Delivered,Zomato Delivery,7km,"1 x Bone in Kabuli Grilled Chicken, 1 x Animal Fries",,Flat 15% off,940.0,40.66,126.9,0.0,0.0,0.0,853.76,,,,,,27.83,9.7,Correctly,,99f2994f41b2fe721f21904e79febe33fd38f38036f5cd84553569124d69df5f
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395706,"05:25 PM, February 15 2025",Delivered,Zomato Delivery,3km,"1 x Peri Peri Fries, 1 x Margherita Pizza, 1 x Chilli Cheese Garlic Bread",,Flat Rs.150 off,1035.0,45.75,120.0,0.0,0.0,0.0,960.75,,,,,,19.52,12.1,Correctly,,9a061392843a12cf67d956fd351bbed3435e365d51098809b05559c7d0674414
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395707,"05:25 PM, March 26 2025",Delivered,Zomato Delivery,3km,"1 x Peri Peri Fries, 1 x Margherita Pizza, 1 x Chilli Cheese Garlic Bread",,Flat Rs.150 off,1035.0,45.75,120.0,0.0,0.0,0.0,960.75,,,,,,19.52,12.1,Correctly,,9a061392843a12cf67d956fd351bbed3435e365d51098809b05559c7d0674414
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395708,"05:25 PM, April 16 2025",Delivered,Zomato Delivery,3km,"1 x Peri Peri Fries, 1 x Margherita Pizza, 1 x Chilli Cheese Garlic Bread",,Flat Rs.150 off,1035.0,45.75,120.0,0.0,0.0,0.0,960.75,,,,,,19.52,12.1,Correctly,,9a061392843a12cf67d956fd351bbed3435e365d51098809b05559c7d0674414
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395709,"05:25 PM, May 03 2025",Delivered,Zomato Delivery,3km,"1 x Peri Peri Fries, 1 x Margherita Pizza, 1 x Chilli Cheese Garlic Bread",,Flat Rs.150 off,1035.0,45.75,120.0,0.0,0.0,0.0,960.75,,,,,,19.52,12.1,Correctly,,9a061392843a12cf67d956fd351bbed3435e365d51098809b05559c7d0674414
20320607,Swaad,Sector 4,Delhi NCR,6573395710,"04:28 AM, February 09 2025",Delivered,Zomato Delivery,<1km,"1 x Bone in Jamaican Grilled Chicken, 1 x Animal Fries",,,665.0,0.0,0.0,0.0,0.0,0.0,665.0,5.0,,,,,0.02,,Missed,,9ad2039e6fc3fb2aef39c1d38ce9079ae5d0c2a40e220798545e73ddeb1311d9
21309083,Swaad,Sector 135,Delhi NCR,6573395711,"09:46 PM, March 16 2025",Delivered,Zomato Delivery,8km,"2 x AAC Special Slaw, 1 x Angara Rice, 1 x Bone in Peri Peri Grilled Chicken, 1 x Animal Fries",,,1604.0,80.2,0.0,0.0,0.0,0.0,1684.2,,,,,,22.83,0.5,Correctly,,9ad2039e6fc3fb2aef39c1d38ce9079ae5d0c2a40e220798545e73ddeb1311d9
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395712,"03:36 PM, February 11 2025",Delivered,Zomato Delivery,2km,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Melt, 1 x Margherita Pizza",,Flat 15% off,1797.0,76.37,269.55,0.0,0.0,0.0,1603.82,,,,,,20.33,12.2,Correctly,,9ad89b31f92ba76ba8787d542502368aae96da0957b1c6553fa4bb19d1c1a011
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395713,"03:33 PM, March 10 2025",Delivered,Zomato Delivery,2km,"1 x Murgh Amritsari Garlic Bread, 1 x Chilli Cheese Garlic Bread, 1 x Cheesy Garlic Bread",,50% off upto Rs.100,787.0,34.35,100.0,0.0,0.0,0.0,721.35,,,,,,17.93,9.2,Correctly,,9ad89b31f92ba76ba8787d542502368aae96da0957b1c6553fa4bb19d1c1a011
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395714,"03:36 PM, April 14 2025",Delivered,Zomato Delivery,2km,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Melt, 1 x Margherita Pizza",,Flat 15% off,1797.0,76.37,269.55,0.0,0.0,0.0,1603.82,,,,,,20.33,12.2,Correctly,,9ad89b31f92ba76ba8787d542502368aae96da0957b1c6553fa4bb19d1c1a011
21173951,Aura Pizzas,Vasant Kunj,DELHI NCR,6573395715,"11:01 PM, February 20 2025",Delivered,Zomato Delivery,6km,"1 x Murgh Amritsari Seekh Melt, 1 x Bacon Pepperoni Melt, 2 x Tripple Cheese Pizza",,Flat 15% off,2852.0,123.35,385.02,0.0,0.0,0.0,2590.33,,,,,,31.92,8.2,Correctly,,9ae789c609d1127006d9a022ab86038cd3d41eb44bca3b68eddf4dd45185db3e
21173951,Aura Pizzas,Vasant Kunj,DELHI NCR,6573395716,"11:01 PM, March 14 2025",Delivered,Zomato Delivery,6km,"1 x Murgh Amritsari Seekh Melt, 1 x Bacon Pepperoni Melt, 2 x Tripple Cheese Pizza",,Flat 15% off,2852.0,123.35,385.02,0.0,0.0,0.0,2590.33,,,,,,31.92,8.2,Correctly,,9ae789c609d1127006d9a022ab86038cd3d41eb44bca3b68eddf4dd45185db3e
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6573395717,"08:34 PM, April 23 2025",Delivered,Zomato Delivery,2km,"1 x Murgh Amritsari Seekh Pide, 1 x Mushroom Pizza",,Flat Rs.100 off,1207.0,55.85,90.0,0.0,0.0,0.0,1172.85,,,,,,,1.0,Correctly,,9ae789c609d1127006d9a022ab86038cd3d41eb44bca3b68eddf4dd45185db3e
21173951,Aura Pizzas,Vasant Kunj,DELHI NCR,6573395718,"11:01 PM, May 17 2025",Delivered,Zomato Delivery,6km,"1 x Murgh Amritsari Seekh Melt, 1 x Bacon Pepperoni Melt, 2 x Tripple Cheese Pizza",,Flat 15% off,2852.0,123.35,385.02,0.0,0.0,0.0,2590.33,,,,,,31.92,8.2,Correctly,,9ae789c609d1127006d9a022ab86038cd3d41eb44bca3b68eddf4dd45185db3e
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395719,"04:49 PM, February 24 2025",Delivered,Zomato Delivery,6km,1 x Murgh Amritsari Garlic Bread,,60% off upto Rs.120,289.0,9.5,99.0,0.0,0.0,0.0,199.5,,,,,,10.83,2.1,Correctly,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395720,"02:53 PM, March 13 2025",Rejected,Zomato Delivery,6km,1 x Spinach Sumac Pide,,,349.0,8.73,0.0,174.5,0.0,0.0,183.23,,,Cancelled by Customer,,,,,Missed,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395721,"02:56 PM, April 05 2025",Delivered,Zomato Delivery,6km,1 x Spinach Sumac Pide,,,349.0,8.73,0.0,174.5,0.0,0.0,183.23,,,,,,9.08,1.1,Correctly,Non-refunded complaint,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395722,"08:29 PM, May 11 2025",Delivered,Zomato Delivery,7km,"1 x Murgh Amritsari Seekh Melt, 1 x Murgh Amritsari Garlic Bread",,Buy 1 Get 1 - ₹289.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,,,,,,24.02,1.7,Correctly,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395723,"09:44 PM, June 18 2025",Delivered,Zomato Delivery,7km,"1 x Murgh Amritsari Seekh Melt, 1 x Jamaican Chicken Melt",,Buy 1 Get 1 - ₹479.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,5.0,,,,,18.05,7.5,Correctly,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395724,"12:20 PM, July 18 2025",Delivered,Zomato Delivery,7km,1 x Mutton Seekh Pizza,,,899.0,22.48,0.0,449.5,0.0,0.0,471.98,,,,,,13.65,2.3,Correctly,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6573395725,"02:53 PM, August 04 2025",Rejected,Zomato Delivery,6km,1 x Spinach Sumac Pide,,,349.0,8.73,0.0,174.5,0.0,0.0,183.23,,,Cancelled by Customer,,,,,Missed,,9b0a3be344dfd35e123d3e76eb840dc112645df8a9f55491ca13be67e887ad8b
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6573395726,"05:57 PM, February 24 2025",Delivered,Zomato Delivery,1km,1 x Grilled Chicken Angara Tender,,50% off upto Rs.100,435.0,17.75,80.0,0.0,0.0,0.0,372.75,,,,,,8.62,1.2,Correctly,,9b30cecdde6dc5d7612a91777fdb9f2f2c0b1ee24faf466285322d5d25822a33
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573395727,"02:27 PM, February 06 2025",Delivered,Zomato Delivery,2km,"1 x Spinach Sumac Pide, 1 x Herbed Potato",,,477.0,11.93,0.0,238.5,0.0,0.0,250.43,,,,,,15.4,7.1,Correctly,,9b50564c483617f9b98d095a88a46da82a55ebf7cfaa445e46b9bebb6018f8de
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573395728,"09:56 PM, February 24 2025",Delivered,Zomato Delivery,1km,1 x Bageecha Pizza,,Flat Rs.500 off,599.0,29.95,0.0,0.0,0.0,0.0,628.95,,,,,,12.3,2.1,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573395729,"08:59 PM, March 01 2025",Delivered,Zomato Delivery,1km,1 x Peri Peri Chicken Melt,,,489.0,12.23,0.0,244.5,0.0,0.0,256.73,,,,,,17.93,11.3,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
21173951,  Aura Pizzas  ,Vasant Kunj,Delhi NCR,6573395730,"01:42 PM, April 17 2025",Delivered,Zomato Delivery,8km,1 x Makhani Paneer Pizza,,,579.0,28.95,0.0,0.0,0.0,0.0,607.95,,,,,,29.37,1.0,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
21173951,  Aura Pizzas  ,Vasant Kunj,Delhi NCR,6573395731,"01:42 PM, May 28 2025",Delivered,Zomato Delivery,8km,1 x Makhani Paneer Pizza,,,579.0,28.95,0.0,0.0,0.0,0.0,607.95,,,,,,29.37,1.0,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573395732,"08:59 PM, June 26 2025",Delivered,Zomato Delivery,1km,1 x Peri Peri Chicken Melt,,,489.0,12.23,0.0,244.5,0.0,0.0,256.73,,,,,,17.93,11.3,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
21077127,Aura Pizzas,Sector 135,Delhi NCR,6573395733,"08:59 PM, July 18 2025",Delivered,Zomato Delivery,1km,1 x Peri Peri Chicken Melt,,,489.0,12.23,0.0,244.5,0.0,0.0,256.73,,,,,,17.93,11.3,Correctly,,9ba33bff8ade1a655b0c15766637440b5192f7b44e1fa0a0856a858dfd845df0
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395734,"08:51 PM, February 10 2025",Delivered,Zomato Delivery,5km,1 x Margherita Pizza,Order: Please put cheese properly,60% off upto Rs.120,459.0,18.0,99.0,0.0,0.0,0.0,378.0,5.0,,,,,10.02,2.5,Correctly,,9ba38df08f7a8f7bbe2f347ce4bb16d4e159139df3a17f3fd601e3136a9118b1
20659868,Aura Pizzas,Sector 4,Delhi NCR,6573395735,"08:51 PM, March 03 2025",Delivered,Zomato Delivery,5km,1 x Margherita Pizza,Order: Please put cheese properly,60% off upto Rs.120,459.0,18.0,99.0,0.0,0.0,0.0,378.0,5.0,,,,,10.02,2.5,Correctly,,9ba38df08f7a8f7bbe2f347ce4bb16d4e159139df3a17f3fd601e3136a9118b1
